timestamp,target_speed,filtered_speed,current_speed,brake,throttle,current_steering,current_throttle_torque,current_brake_torque,steer_command
1726037732.172088,37.075001,37.075001,6.720000,0,106,-10.080000,1386.000000,0.000000,-5.560000
1726037732.182059,37.075001,37.075001,6.840000,0,130,-9.080000,1410.000000,0.000000,-5.560000
1726037732.192103,37.075001,37.075001,6.840000,0,130,-9.080000,1410.000000,0.000000,-5.560000
1726037732.202199,37.075001,37.075001,6.930000,0,154,-7.610000,1434.000000,0.000000,-5.560000
1726037732.212245,37.075001,37.075001,6.930000,0,154,-7.610000,1434.000000,0.000000,-5.560000
1726037732.222318,37.075001,37.075001,7.050000,0,176,-6.900000,1456.000000,0.000000,-5.560000
1726037732.232397,37.075001,37.075001,7.050000,0,176,-6.900000,1456.000000,0.000000,-5.560000
1726037732.242469,37.075001,37.075001,7.150000,0,196,-5.430000,1476.000000,0.000000,-5.560000
1726037732.252565,37.075001,37.075001,7.150000,0,196,-5.430000,1476.000000,0.000000,-5.560000
1726037732.262585,37.075001,37.075001,7.260000,0,214,-3.860000,1494.000000,0.000000,-5.560000
1726037732.272699,37.075001,37.075001,7.260000,0,214,-3.860000,1494.000000,0.000000,-5.560000
1726037732.282820,37.075001,37.075001,7.360001,0,230,-3.600000,1510.000000,0.000000,-5.560000
1726037732.292775,37.075001,37.075001,7.360001,0,230,-3.600000,1510.000000,0.000000,-5.560000
1726037732.302838,37.075001,37.075001,7.460000,0,244,-4.090000,1524.000000,0.000000,-5.560000
1726037732.312897,37.075001,37.075001,7.460000,0,244,-4.090000,1524.000000,0.000000,-5.560000
1726037732.322948,37.075001,37.075001,7.570000,0,2,-4.650000,1538.000000,0.000000,-5.560000
1726037732.333008,37.075001,37.075001,7.570000,0,2,-4.650000,1538.000000,0.000000,-5.560000
1726037732.343178,37.075001,37.075001,7.690000,0,12,-5.140000,1548.000000,0.000000,-5.560000
1726037732.353213,37.075001,37.075001,7.690000,0,12,-5.140000,1548.000000,0.000000,-5.560000
1726037732.363287,37.075001,37.075001,7.790000,0,20,-5.430000,1556.000000,0.000000,-5.560000
1726037732.373427,37.075001,37.075001,7.790000,0,20,-5.430000,1556.000000,0.000000,-5.560000
1726037732.383463,37.075001,37.075001,7.910000,0,24,-5.400000,1560.000000,0.000000,-5.560000
1726037732.393488,37.075001,37.075001,7.910000,0,24,-5.400000,1560.000000,0.000000,-5.560000
1726037732.403559,37.075001,37.075001,8.030000,0,24,-5.280000,1560.000000,0.000000,-5.560000
1726037732.413929,37.075001,37.075001,8.030000,0,24,-5.280000,1560.000000,0.000000,-5.560000
1726037732.423816,37.075001,37.075001,8.139999,0,24,-5.190000,1560.000000,0.000000,-5.560000
1726037732.433902,37.075001,37.075001,8.139999,0,24,-5.190000,1560.000000,0.000000,-5.560000
1726037732.443938,37.075001,37.075001,8.240000,0,20,-5.230000,1556.000000,0.000000,-8.510000
1726037732.453987,37.075001,37.075001,8.240000,0,20,-5.230000,1556.000000,0.000000,-8.510000
1726037732.464032,37.075001,37.075001,8.360000,0,12,-5.320000,1548.000000,0.000000,-8.980000
1726037732.474101,37.075001,37.075001,8.360000,0,12,-5.320000,1548.000000,0.000000,-8.980000
1726037732.484177,37.075001,37.075001,8.469999,0,4,-6.610000,1540.000000,0.000000,-8.980000
1726037732.494239,37.075001,37.075001,8.469999,0,4,-6.610000,1540.000000,0.000000,-8.980000
1726037732.504308,37.075001,37.075001,8.590000,0,250,-8.290000,1530.000000,0.000000,-9.160000
1726037732.514369,37.075001,37.075001,8.590000,0,250,-8.290000,1530.000000,0.000000,-9.160000
1726037732.524418,37.075001,37.075001,8.690001,0,240,-8.520000,1520.000000,0.000000,-9.160000
1726037732.534484,37.075001,37.075001,8.690001,0,240,-8.520000,1520.000000,0.000000,-9.160000
1726037732.544564,37.075001,37.075001,8.800000,0,230,-9.560000,1510.000000,0.000000,-6.430000
1726037732.554615,37.075001,37.075001,8.800000,0,230,-9.560000,1510.000000,0.000000,-6.430000
1726037732.564679,37.075001,37.075001,8.910000,0,220,-10.140000,1500.000000,0.000000,-4.250000
1726037732.574734,37.075001,37.075001,8.910000,0,220,-10.140000,1500.000000,0.000000,-4.250000
1726037732.584787,37.075001,37.075001,9.030001,0,210,-8.740000,1490.000000,0.000000,-4.250000
1726037732.594863,37.075001,37.075001,9.030001,0,210,-8.740000,1490.000000,0.000000,-4.250000
1726037732.604945,37.075001,37.075001,9.130000,0,200,-6.260000,1480.000000,0.000000,-1.910000
1726037732.614993,37.075001,37.075001,9.130000,0,200,-6.260000,1480.000000,0.000000,-1.910000
1726037732.625050,37.075001,37.075001,9.240000,0,192,-5.210000,1472.000000,0.000000,-1.910000
1726037732.635152,37.075001,37.075001,9.240000,0,192,-5.210000,1472.000000,0.000000,-1.910000
1726037732.645191,37.075001,37.075001,9.350000,0,182,-1.690000,1462.000000,0.000000,-1.910000
1726037732.655240,37.075001,37.075001,9.350000,0,182,-1.690000,1462.000000,0.000000,-1.910000
1726037732.665303,37.075001,37.075001,9.480000,0,176,-0.810000,1456.000000,0.000000,-1.910000
1726037732.675392,37.075001,37.075001,9.480000,0,176,-0.810000,1456.000000,0.000000,-1.910000
1726037732.685443,37.075001,37.075001,9.590000,0,168,-0.090000,1448.000000,0.000000,-1.910000
1726037732.695542,37.075001,37.075001,9.590000,0,168,-0.090000,1448.000000,0.000000,-1.910000
1726037732.705576,37.075001,37.075001,9.700000,0,162,-0.490000,1442.000000,0.000000,-1.910000
1726037732.715639,37.075001,37.075001,9.700000,0,162,-0.490000,1442.000000,0.000000,-1.910000
1726037732.725691,37.075001,37.075001,9.800000,0,156,-1.300000,1436.000000,0.000000,-1.910000
1726037732.735757,37.075001,37.075001,9.800000,0,156,-1.300000,1436.000000,0.000000,-1.910000
1726037732.745833,37.075001,37.075001,9.900000,0,150,-1.600000,1430.000000,0.000000,-1.510000
1726037732.755898,40.000000,37.075001,9.900000,0,150,-1.600000,1430.000000,0.000000,-1.510000
1726037732.765962,40.000000,40.000000,10.000000,0,146,-2.420000,1426.000000,0.000000,-1.510000
1726037732.776144,40.000000,40.000000,10.000000,0,146,-2.420000,1426.000000,0.000000,-1.510000
1726037732.786184,40.000000,40.000000,10.110001,0,140,-2.200000,1420.000000,0.000000,-1.510000
1726037732.796233,40.000000,40.000000,10.220000,0,136,-1.890000,1416.000000,0.000000,1.360000
1726037732.806277,40.000000,40.000000,10.220000,0,136,-1.890000,1416.000000,0.000000,1.360000
1726037732.816396,40.000000,40.000000,10.220000,0,136,-1.890000,1416.000000,0.000000,1.360000
1726037732.826423,40.000000,40.000000,10.320000,0,130,-1.610000,1410.000000,0.000000,1.360000
1726037732.836580,40.000000,40.000000,10.320000,0,130,-1.610000,1410.000000,0.000000,1.360000
1726037732.846590,40.000000,40.000000,10.430000,0,124,0.800000,1404.000000,0.000000,1.840000
1726037732.856613,40.000000,40.000000,10.530000,0,120,1.130000,1400.000000,0.000000,1.840000
1726037732.866660,40.000000,40.000000,10.530000,0,120,1.130000,1400.000000,0.000000,1.840000
1726037732.877010,40.000000,40.000000,10.530000,0,120,1.130000,1400.000000,0.000000,1.840000
1726037732.886862,40.000000,40.000000,10.630000,0,114,1.480000,1394.000000,0.000000,1.840000
1726037732.896939,40.000000,40.000000,10.730000,0,106,2.000000,1386.000000,0.000000,1.840000
1726037732.906987,40.000000,40.000000,10.730000,0,106,2.000000,1386.000000,0.000000,1.840000
1726037732.917053,38.812000,40.000000,10.730000,0,106,2.000000,1386.000000,0.000000,1.840000
1726037732.927101,38.812000,38.812000,10.840000,0,100,1.970000,1380.000000,0.000000,1.840000
1726037732.937160,38.812000,38.812000,10.940001,0,90,1.770000,1370.000000,0.000000,1.840000
1726037732.947312,38.812000,38.812000,10.940001,0,90,1.770000,1370.000000,0.000000,1.840000
1726037732.957464,38.812000,38.812000,11.060000,0,80,1.650000,1360.000000,0.000000,1.840000
1726037732.967388,38.812000,38.812000,11.060000,0,80,1.650000,1360.000000,0.000000,1.840000
1726037732.977446,38.812000,38.812000,11.160000,0,68,1.580000,1348.000000,0.000000,1.840000
1726037732.987720,38.812000,38.812000,11.160000,0,68,1.580000,1348.000000,0.000000,1.840000
1726037732.997728,38.812000,38.812000,11.270000,0,52,1.610000,1332.000000,0.000000,1.840000
1726037733.007759,38.812000,38.812000,11.270000,0,52,1.610000,1332.000000,0.000000,1.840000
1726037733.017821,38.812000,38.812000,11.370000,0,34,1.710000,1314.000000,0.000000,1.840000
1726037733.027866,38.812000,38.812000,11.370000,0,34,1.710000,1314.000000,0.000000,1.840000
1726037733.037925,38.812000,38.812000,11.450000,0,14,1.730000,1294.000000,0.000000,1.840000
1726037733.048058,38.812000,38.812000,11.450000,0,14,1.730000,1294.000000,0.000000,1.840000
1726037733.058045,38.812000,38.812000,11.540000,0,248,1.710000,1272.000000,0.000000,1.840000
1726037733.068161,38.812000,38.812000,11.540000,0,248,1.710000,1272.000000,0.000000,1.840000
1726037733.078259,38.812000,38.812000,11.540000,0,248,1.710000,1272.000000,0.000000,1.840000
1726037733.088304,38.812000,38.812000,11.650001,0,224,1.690000,1248.000000,0.000000,1.840000
1726037733.098384,38.812000,38.812000,11.740000,0,200,1.690000,1224.000000,0.000000,1.840000
1726037733.108435,38.812000,38.812000,11.740000,0,200,1.690000,1224.000000,0.000000,1.840000
1726037733.118485,38.812000,38.812000,11.820000,0,176,1.700000,1200.000000,0.000000,1.840000
1726037733.128529,38.812000,38.812000,11.820000,0,176,1.700000,1200.000000,0.000000,1.840000
1726037733.138594,38.812000,38.812000,11.910000,0,150,1.710000,1174.000000,0.000000,1.840000
1726037733.148715,37.648003,38.812000,11.910000,0,150,1.710000,1174.000000,0.000000,1.840000
1726037733.158753,37.648003,37.648003,12.000000,0,126,1.710000,1150.000000,0.000000,1.840000
1726037733.168858,37.648003,37.648003,12.000000,0,126,1.710000,1150.000000,0.000000,1.840000
1726037733.178883,37.648003,37.648003,12.100000,0,102,1.710000,1126.000000,0.000000,1.840000
1726037733.188997,37.648003,37.648003,12.100000,0,102,1.710000,1126.000000,0.000000,1.840000
1726037733.199027,37.648003,37.648003,12.190000,0,78,1.710000,1102.000000,0.000000,1.900000
1726037733.209078,37.648003,37.648003,12.190000,0,78,1.710000,1102.000000,0.000000,1.900000
1726037733.219131,37.648003,37.648003,12.290000,0,52,1.720000,1076.000000,0.000000,1.900000
1726037733.229187,37.648003,37.648003,12.290000,0,52,1.720000,1076.000000,0.000000,1.900000
1726037733.239243,37.648003,37.648003,12.370001,0,26,1.760000,1050.000000,0.000000,1.900000
1726037733.249340,37.648003,37.648003,12.370001,0,26,1.760000,1050.000000,0.000000,1.900000
1726037733.259367,37.648003,37.648003,12.450000,0,0,1.760000,1024.000000,0.000000,1.900000
1726037733.269439,37.648003,37.648003,12.450000,0,0,1.760000,1024.000000,0.000000,1.900000
1726037733.279745,37.648003,37.648003,12.540000,0,232,1.760000,1000.000000,0.000000,1.900000
1726037733.289600,37.648003,37.648003,12.540000,0,232,1.760000,1000.000000,0.000000,1.900000
1726037733.299655,37.648003,37.648003,12.540000,0,232,1.760000,1000.000000,0.000000,1.900000
1726037733.309709,37.648003,37.648003,12.610001,0,206,1.770000,974.000000,0.000000,2.830000
1726037733.319766,37.648003,37.648003,12.690001,0,182,1.770000,950.000000,0.000000,2.830000
1726037733.329848,37.648003,37.648003,12.690001,0,182,1.770000,950.000000,0.000000,2.830000
1726037733.339926,37.648003,37.648003,12.770000,0,162,2.630000,930.000000,0.000000,2.830000
1726037733.349989,37.648003,37.648003,12.770000,0,162,2.630000,930.000000,0.000000,2.830000
1726037733.360088,37.648003,37.648003,12.840000,0,142,2.550000,910.000000,0.000000,2.830000
1726037733.370097,37.648003,37.648003,12.840000,0,142,2.550000,910.000000,0.000000,2.830000
1726037733.380155,37.648003,37.648003,12.930000,0,124,2.720000,892.000000,0.000000,2.830000
1726037733.390253,37.648003,37.648003,12.930000,0,124,2.720000,892.000000,0.000000,2.830000
1726037733.400315,37.648003,37.648003,13.000000,0,106,2.760000,874.000000,0.000000,2.830000
1726037733.410369,37.648003,37.648003,13.000000,0,106,2.760000,874.000000,0.000000,2.830000
1726037733.420426,37.648003,37.648003,13.070001,0,92,2.750000,860.000000,0.000000,2.830000
1726037733.430480,37.648003,37.648003,13.070001,0,92,2.750000,860.000000,0.000000,2.830000
1726037733.440583,37.648003,37.648003,13.150000,0,78,2.700000,846.000000,0.000000,2.830000
1726037733.450623,37.648003,37.648003,13.150000,0,78,2.700000,846.000000,0.000000,2.830000
1726037733.460675,37.648003,37.648003,13.210000,0,66,2.700000,834.000000,0.000000,2.830000
1726037733.470735,37.648003,37.648003,13.210000,0,66,2.700000,834.000000,0.000000,2.830000
1726037733.480873,37.648003,37.648003,13.290000,0,56,2.710000,824.000000,0.000000,2.830000
1726037733.490860,37.648003,37.648003,13.290000,0,56,2.710000,824.000000,0.000000,2.830000
1726037733.500923,37.648003,37.648003,13.349999,0,46,2.730000,814.000000,0.000000,2.830000
1726037733.511003,37.648003,37.648003,13.349999,0,46,2.730000,814.000000,0.000000,2.830000
1726037733.521039,37.648003,37.648003,13.440001,0,36,2.740000,804.000000,0.000000,2.830000
1726037733.531115,37.648003,37.648003,13.440001,0,36,2.740000,804.000000,0.000000,2.830000
1726037733.541252,37.648003,37.648003,13.480000,0,26,2.730000,794.000000,0.000000,2.830000
1726037733.551302,37.648003,37.648003,13.480000,0,26,2.730000,794.000000,0.000000,2.830000
1726037733.561345,37.648003,37.648003,13.540000,0,18,2.730000,786.000000,0.000000,2.830000
1726037733.571436,37.648003,37.648003,13.540000,0,18,2.730000,786.000000,0.000000,2.830000
1726037733.581464,37.648003,37.648003,13.620000,0,8,2.740000,776.000000,0.000000,2.830000
1726037733.591514,37.648003,37.648003,13.620000,0,8,2.740000,776.000000,0.000000,2.830000
1726037733.601578,37.648003,37.648003,13.670000,0,254,2.740000,766.000000,0.000000,2.830000
1726037733.611716,37.648003,37.648003,13.670000,0,254,2.740000,766.000000,0.000000,2.830000
1726037733.621752,37.648003,37.648003,13.720000,0,246,2.750000,758.000000,0.000000,2.830000
1726037733.631814,37.648003,37.648003,13.720000,0,246,2.750000,758.000000,0.000000,2.830000
1726037733.641956,37.648003,37.648003,13.799999,0,232,2.750000,744.000000,0.000000,1.460000
1726037733.651944,38.812000,37.648003,13.799999,0,232,2.750000,744.000000,0.000000,1.460000
1726037733.662011,38.812000,38.812000,13.860000,0,216,2.750000,728.000000,0.000000,1.460000
1726037733.672088,38.812000,38.812000,13.860000,0,216,2.750000,728.000000,0.000000,1.460000
1726037733.682138,38.812000,38.812000,13.910000,0,196,2.190000,708.000000,0.000000,1.460000
1726037733.692159,38.812000,38.812000,13.910000,0,196,2.190000,708.000000,0.000000,1.460000
1726037733.702314,38.812000,38.812000,13.960000,0,172,1.670000,684.000000,0.000000,3.140000
1726037733.712312,38.812000,38.812000,13.960000,0,172,1.670000,684.000000,0.000000,3.140000
1726037733.722375,38.812000,38.812000,14.020000,0,144,1.670000,656.000000,0.000000,3.140000
1726037733.732454,38.812000,38.812000,14.020000,0,144,1.670000,656.000000,0.000000,3.140000
1726037733.742530,38.812000,38.812000,14.090000,0,112,2.700000,624.000000,0.000000,3.140000
1726037733.752556,38.812000,38.812000,14.090000,0,112,2.700000,624.000000,0.000000,3.140000
