fsm_execution_ts_sec,current_state,path_ts_sec,map_obj_ts_sec,sig-Phi_0,sig-Phi_1,sig-Intent_R,sig-Intent_F,sig-Intent_L,sig-DWB_0,sig-DWB_1,sig-RWB_0,sig-RWB_1,data-RWB_1-reached_waiting_box,data-RWB_1-hit_point_x_ego_frame,data-RWB_1-hit_point_y_ego_frame,data-RWB_1-distance,sig-CEWB_0,sig-CEWB_1,sig-ENLI_1,data-ENLI_1-stop_line_under_the_ego,data-ENLI_1-distance_from_ego_to_nearest_SL,data-ENLI_1-distance_from_rear_to_nearest_SL,data-ENLI_1-hit_point_x_ego_frame,data-ENLI_1-hit_point_y_ego_frame,sig-HALF_EXLI_1,data-HALF_EXLI_1-crosswalk_under_the_ego,data-HALF_EXLI_1-zebra_hit,data-HALF_EXLI_1-empty_crosswalk_hit,data-HALF_EXLI_1-second_stage,data-HALF_EXLI_1-required_num_sequential_hits,data-HALF_EXLI_1-registered_num_sequential_hits,sig-FULL_EXLI_1,data-FULL_EXLI_1-crosswalk_under_the_ego,data-FULL_EXLI_1-zebra_hit,data-FULL_EXLI_1-empty_crosswalk_hit,data-FULL_EXLI_1-second_stage,data-FULL_EXLI_1-required_num_sequential_hits,data-FULL_EXLI_1-registered_num_sequential_hits,data-FULL_EXLI_1-crosswalk_under_the_ego,data-FULL_EXLI_1-zebra_hit,data-FULL_EXLI_1-empty_crosswalk_hit,data-FULL_EXLI_1-second_stage,data-FULL_EXLI_1-required_num_sequential_hits,data-FULL_EXLI_1-registered_num_sequential_hits,sig-RIF_0,sig-RIF_1
1729486481.765109,IntersectionForward,1729486481.597235,1729486481.670950,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486481.798538,IntersectionForward,1729486481.597235,1729486481.735111,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486481.832097,IntersectionForward,1729486481.665802,1729486481.735111,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486481.865577,IntersectionForward,1729486481.728609,1729486481.807129,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486481.898997,IntersectionForward,1729486481.728609,1729486481.807129,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486481.932473,IntersectionForward,1729486481.800951,1729486481.869442,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486481.965648,IntersectionForward,1729486481.800951,1729486481.869442,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486481.999087,IntersectionForward,1729486481.863497,1729486481.939497,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.032424,IntersectionForward,1729486481.863497,1729486481.939497,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.065987,IntersectionForward,1729486481.933063,1729486482.006733,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.099256,IntersectionForward,1729486481.933063,1729486482.006733,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.132717,IntersectionForward,1729486481.999185,1729486482.073256,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.166035,IntersectionForward,1729486481.999185,1729486482.073256,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.199595,IntersectionForward,1729486482.064900,1729486482.138089,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.232817,IntersectionForward,1729486482.064900,1729486482.138089,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.266230,IntersectionForward,1729486482.064900,1729486482.203409,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.299645,IntersectionForward,1729486482.131203,1729486482.203409,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.333001,IntersectionForward,1729486482.196878,1729486482.269517,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.366402,IntersectionForward,1729486482.196878,1729486482.269517,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.399767,IntersectionForward,1729486482.263627,1729486482.340221,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.433188,IntersectionForward,1729486482.263627,1729486482.340221,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.466593,IntersectionForward,1729486482.333860,1729486482.401258,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.499982,IntersectionForward,1729486482.333860,1729486482.401258,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486482.533342,IntersectionForward,1729486482.396312,1729486482.469398,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,false,0,0,true,3,0,false,0,0,false,0,0,-,-
1729486486.240415,Intersection,1729486486.059984,1729486486.202626,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.273770,IntersectionApproaching,1729486486.130058,1729486486.202626,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,46.102966,43.342007,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.307142,IntersectionApproaching,1729486486.197350,1729486486.202626,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,46.102966,43.342007,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.340554,IntersectionApproaching,1729486486.197350,1729486486.268147,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,46.380280,43.617035,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.373943,IntersectionApproaching,1729486486.263291,1729486486.337303,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,46.941494,44.174217,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.407383,IntersectionApproaching,1729486486.263291,1729486486.337303,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,46.941494,44.174217,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.440715,IntersectionApproaching,1729486486.332395,1729486486.401299,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.258568,45.494835,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.474278,IntersectionApproaching,1729486486.332395,1729486486.401299,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.258568,45.494835,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.507505,IntersectionApproaching,1729486486.395782,1729486486.467332,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.538391,45.772530,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.540973,IntersectionApproaching,1729486486.395782,1729486486.467332,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.538391,45.772530,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.574409,IntersectionApproaching,1729486486.462943,1729486486.534810,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.820301,46.052521,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.608286,IntersectionApproaching,1729486486.462943,1729486486.534810,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.820301,46.052521,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.641121,IntersectionApproaching,1729486486.530513,1729486486.600216,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.417011,47.650673,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.674496,IntersectionApproaching,1729486486.530513,1729486486.600216,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.417011,47.650673,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.707870,IntersectionApproaching,1729486486.595639,1729486486.600216,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.417011,47.650673,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.741275,IntersectionApproaching,1729486486.595639,1729486486.670642,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.699123,47.930977,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.774654,IntersectionApproaching,1729486486.595639,1729486486.670642,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.699123,47.930977,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.808084,IntersectionApproaching,1729486486.665760,1729486486.735800,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.015285,49.250309,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.841407,IntersectionApproaching,1729486486.665760,1729486486.735800,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.015285,49.250309,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.874875,IntersectionApproaching,1729486486.730541,1729486486.807947,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.577953,49.809479,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.908515,IntersectionApproaching,1729486486.730541,1729486486.807947,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.577953,49.809479,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.941806,IntersectionApproaching,1729486486.802310,1729486486.872318,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.862144,50.092087,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486486.974995,IntersectionApproaching,1729486486.802310,1729486486.872318,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.862144,50.092087,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.008370,IntersectionApproaching,1729486486.866996,1729486486.935227,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,54.174324,51.407104,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.041719,IntersectionApproaching,1729486486.866996,1729486486.935227,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,54.174324,51.407104,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.075121,IntersectionApproaching,1729486486.928843,1729486487.001832,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,54.456791,51.687939,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.108531,IntersectionApproaching,1729486486.995777,1729486487.066990,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,54.741093,51.970776,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.141970,IntersectionApproaching,1729486486.995777,1729486487.066990,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,54.741093,51.970776,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.175286,IntersectionApproaching,1729486487.061774,1729486487.137089,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.335648,53.566601,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.208794,IntersectionApproaching,1729486487.061774,1729486487.137089,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.335648,53.566601,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.242065,IntersectionApproaching,1729486487.132554,1729486487.137089,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.335648,53.566601,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.275728,IntersectionApproaching,1729486487.132554,1729486487.201674,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.620045,53.849564,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.309335,IntersectionApproaching,1729486487.132554,1729486487.201674,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.620045,53.849564,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.342541,IntersectionApproaching,1729486487.197101,1729486487.268854,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.906181,54.134399,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.376051,IntersectionApproaching,1729486487.197101,1729486487.337582,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.474766,55.728432,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.409225,IntersectionApproaching,1729486487.262309,1729486487.337582,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.474766,55.728432,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.442550,IntersectionApproaching,1729486487.262309,1729486487.337582,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.474766,55.728432,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.476068,IntersectionApproaching,1729486487.331250,1729486487.401817,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,56.154083,56.013336,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.509694,IntersectionApproaching,1729486487.331250,1729486487.470211,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,55.834778,56.300034,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.542857,IntersectionApproaching,1729486487.395290,1729486487.470211,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,55.834778,56.300034,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.576215,IntersectionApproaching,1729486487.463229,1729486487.535232,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,54.608765,57.385975,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.609622,IntersectionApproaching,1729486487.463229,1729486487.535232,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,54.608765,57.385975,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.642987,IntersectionApproaching,1729486487.528999,1729486487.602139,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,53.966652,56.744949,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.676371,IntersectionApproaching,1729486487.528999,1729486487.602139,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,53.966652,56.744949,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.709816,IntersectionApproaching,1729486487.596693,1729486487.665705,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.743690,55.520336,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.743227,IntersectionApproaching,1729486487.596693,1729486487.665705,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.743690,55.520336,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.776513,IntersectionApproaching,1729486487.659745,1729486487.735858,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.420773,55.198063,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.809990,IntersectionApproaching,1729486487.659745,1729486487.735858,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.420773,55.198063,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.843347,IntersectionApproaching,1729486487.731077,1729486487.800821,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.099304,54.877159,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.876725,IntersectionApproaching,1729486487.731077,1729486487.800821,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,52.099304,54.877159,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.910156,IntersectionApproaching,1729486487.795570,1729486487.867744,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.879631,53.655533,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.943475,IntersectionApproaching,1729486487.795570,1729486487.867744,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.879631,53.655533,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486487.976896,IntersectionApproaching,1729486487.862595,1729486487.933324,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.232830,53.010139,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.010321,IntersectionApproaching,1729486487.862595,1729486487.933324,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,50.232830,53.010139,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.043897,IntersectionApproaching,1729486487.927735,1729486488.002598,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,49.911694,52.689610,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.077060,IntersectionApproaching,1729486487.927735,1729486488.002598,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,49.911694,52.689610,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.110460,IntersectionApproaching,1729486487.996510,1729486488.069278,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.691254,51.467197,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.143987,IntersectionApproaching,1729486487.996510,1729486488.069278,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.691254,51.467197,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.177299,IntersectionApproaching,1729486488.063952,1729486488.131391,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.044949,50.822376,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.210764,IntersectionApproaching,1729486488.063952,1729486488.131391,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,48.044949,50.822376,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.244289,IntersectionApproaching,1729486488.126697,1729486488.200216,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,47.724174,50.502235,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.277588,IntersectionApproaching,1729486488.126697,1729486488.200216,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,47.724174,50.502235,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.310912,IntersectionApproaching,1729486488.195642,1729486488.273111,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,46.502903,49.278965,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.344495,IntersectionApproaching,1729486488.195642,1729486488.273111,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,46.502903,49.278965,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.377818,IntersectionApproaching,1729486488.265125,1729486488.340990,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,45.857143,48.634720,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.411210,IntersectionApproaching,1729486488.265125,1729486488.340990,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,45.857143,48.634720,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.444566,IntersectionApproaching,1729486488.334835,1729486488.401307,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,45.536762,48.314972,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.477924,IntersectionApproaching,1729486488.334835,1729486488.401307,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,45.536762,48.314972,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.511359,IntersectionApproaching,1729486488.396127,1729486488.470220,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,44.314568,47.090691,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.544881,IntersectionApproaching,1729486488.396127,1729486488.470220,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,44.314568,47.090691,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.578173,IntersectionApproaching,1729486488.464756,1729486488.535848,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,43.991131,46.768051,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.611480,IntersectionApproaching,1729486488.464756,1729486488.535848,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,43.991131,46.768051,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.644980,IntersectionApproaching,1729486488.530519,1729486488.601665,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,42.777878,45.552082,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.678265,IntersectionApproaching,1729486488.530519,1729486488.601665,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,42.777878,45.552082,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.711665,IntersectionApproaching,1729486488.596149,1729486488.669930,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,42.126274,44.902500,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.745207,IntersectionApproaching,1729486488.596149,1729486488.669930,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,42.126274,44.902500,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.778604,IntersectionApproaching,1729486488.664107,1729486488.738112,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,41.803120,44.580200,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.811838,IntersectionApproaching,1729486488.664107,1729486488.738112,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,41.803120,44.580200,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.845231,IntersectionApproaching,1729486488.732670,1729486488.802674,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,40.589279,43.363522,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.878623,IntersectionApproaching,1729486488.732670,1729486488.802674,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,40.589279,43.363522,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.912079,IntersectionApproaching,1729486488.797792,1729486488.867672,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,40.262726,43.038029,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1729486488.945465,IntersectionApproaching,1729486488.797792,1729486488.867672,0,-,0,1,0,1,0,-,-,-,-,-,-,1,0,0,false,40.262726,43.038029,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
