timestamp,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,status,is_optional_available,est_latitude,est_longitude,est_attitude_psi,est_longitudinal_slope,est_cross_slope,corrected_velocity,corrected_yawrate,odometry_x,odometry_y,odometry_rz
1.72604e+09,-1.75476,-0.0701904,-9.64355,-0.00617853,-0.00543285,-0.000852212,1175,1,35.4517,139.636,-601.154,0,0,0.662475,0.000537602,373.37,912.22,-3.6
1.72604e+09,-1.8158,0.198364,-9.61914,-0.00830906,-0.00585895,-0.000852212,1175,1,35.4517,139.636,-601.154,0,0,0.750995,0.000111496,373.37,912.22,-3.6
1.72604e+09,-1.75781,0.00305176,-9.60083,-0.00862864,-0.0036219,0.00138484,1175,1,35.4517,139.636,-601.156,0,0,0.79382,0.00117916,373.41,912.22,-3.6
1.72604e+09,-1.68152,-0.161743,-9.73816,-0.0076699,-0.004048,-0.000426106,3223,1,35.4517,139.636,-601.156,0,0,0.836652,-0.000631789,373.41,912.22,-3.6
1.72604e+09,-1.72119,0.0946045,-9.71985,-0.0105461,-0.00266316,-0.00308927,1175,1,35.4517,139.636,-601.155,0,0,0.876629,-0.000631789,373.41,912.22,-3.6
1.72604e+09,-1.59302,-0.0183105,-9.82666,-0.00713727,-0.00372843,-0.00351537,3223,1,35.4517,139.636,-601.155,0,0,0.876629,-0.000631789,373.46,912.22,-3.6
1.72604e+09,-1.59302,-0.170898,-9.82971,-0.00692422,-0.00500674,-0.00383495,1175,1,35.4517,139.636,-601.164,0,0,0.95943,-0.000192855,373.46,912.22,-3.6
1.72604e+09,-1.55945,0.0305176,-9.82361,-0.00756338,-0.00372843,-0.00585895,1175,1,35.4517,139.636,-601.16,0,0,0.999406,-0.00285602,373.51,912.21,-3.6
1.72604e+09,-1.4679,0.00610352,-9.90906,-0.004048,-0.00575243,-0.00585895,1175,1,35.4517,139.636,-601.159,0,0,1.03938,-0.00327869,373.51,912.21,-3.6
1.72604e+09,-1.50146,0.140381,-9.8877,-0.00255663,-0.00543285,-0.00532632,3223,1,35.4517,139.636,-601.155,0,0,1.0765,-0.00359827,373.51,912.21,-3.6
1.72604e+09,-1.3916,-0.0213623,-9.88464,-0.00436758,-0.00596548,-0.00713727,1175,1,35.4517,139.636,-601.155,0,0,1.0765,-0.00359827,373.57,912.21,-3.6
1.72604e+09,-1.41296,0.38147,-9.90906,-0.00639159,-0.00607201,-0.00788296,1175,1,35.4517,139.636,-601.142,0,0,1.15646,-0.00562227,373.57,912.21,-3.6
1.72604e+09,-1.34277,0.00915527,-9.79309,-0.0056459,-0.00937433,-0.00372843,1175,1,35.4517,139.636,-601.15,0,0,1.19356,-0.00507071,373.63,912.21,-3.6
1.72604e+09,-1.28479,0.0244141,-9.86633,-0.00990696,-0.00841559,-0.00671117,1175,1,35.4517,139.636,-601.142,0,0,1.22782,-0.00688166,373.63,912.21,-3.6
1.72604e+09,-1.37024,0.338745,-9.75037,-0.0116114,-0.00788296,-0.00617853,3223,1,35.4517,139.636,-601.133,0,0,1.26209,-0.00762735,373.63,912.21,-3.6
1.72604e+09,-1.20544,-0.00915527,-9.80835,-0.00969391,-0.00809601,-0.00447411,1175,1,35.4517,139.636,-601.133,0,0,1.26209,-0.00762735,373.7,912.2,-3.6
1.72604e+09,-1.26648,-0.0732422,-9.73511,-0.0115049,-0.00873517,-0.00628506,1175,1,35.4517,139.636,-601.119,0,0,1.33062,-0.00645556,373.7,912.2,-3.6
1.72604e+09,-1.27869,0.17395,-9.7168,-0.0131028,-0.00649811,-0.00809601,1175,1,35.4517,139.636,-601.121,0,0,1.36199,-0.00591055,373.77,912.2,-3.7
1.72604e+09,-1.21155,-0.0274658,-9.76868,-0.00894822,-0.00852212,-0.00703075,1175,1,35.4517,139.636,-601.115,0,0,1.3934,-0.00420613,373.77,912.2,-3.7
1.72604e+09,-1.22375,-0.0762939,-9.71069,-0.00735032,-0.00852212,-0.00852212,3223,1,35.4517,139.636,-601.109,0,0,1.42481,-0.00601708,373.77,912.2,-3.7
1.72604e+09,-1.19629,0.0793457,-9.73816,-0.00820254,-0.00543285,-0.00884169,1175,1,35.4517,139.636,-601.109,0,0,1.42481,-0.00601708,373.84,912.19,-3.7
1.72604e+09,-1.21155,0.0976563,-9.70764,-0.00458064,-0.00713727,-0.00788296,1175,1,35.4517,139.636,-601.093,0,0,1.48477,-0.00676276,373.84,912.19,-3.7
1.72604e+09,-1.15967,0.0305176,-9.73816,-0.0036219,-0.00798948,-0.00617853,1175,1,35.4517,139.636,-601.084,0,0,1.51614,-0.00825212,373.92,912.19,-3.7
1.72604e+09,-1.16882,0.146484,-9.69238,-0.00543285,-0.00575243,-0.00830906,1175,1,35.4517,139.636,-601.074,0,0,1.54754,-0.0085717,373.92,912.19,-3.7
1.72604e+09,-1.19934,0.189209,-9.69849,-0.00383495,-0.00585895,-0.00585895,3223,1,35.4517,139.636,-601.065,0,0,1.5761,-0.00761296,373.92,912.19,-3.7
1.72604e+09,-1.14746,0.0518799,-9.71069,-0.00447411,-0.00575243,-0.004048,1175,1,35.4517,139.636,-601.065,0,0,1.5761,-0.00761296,374,912.18,-3.7
1.72604e+09,-1.19019,0.119019,-9.71069,-0.00436758,-0.00500674,-0.00511327,1175,1,35.4517,139.636,-601.048,0,0,1.63035,-0.00803907,374,912.18,-3.7
1.72604e+09,-1.19629,0.170898,-9.76257,-0.00255663,-0.00575243,-0.00490022,1175,1,35.4517,139.636,-601.045,0,0,1.65599,-0.00558204,374.08,912.17,-3.7
1.72604e+09,-1.16272,0.0274658,-9.73816,-0.00298274,-0.00553938,-0.00458064,5271,1,35.4517,139.636,-601.041,0,0,1.68454,-0.00377109,374.08,912.17,-3.7
1.72604e+09,-1.2085,0.0854492,-9.70154,-0.00330232,-0.00585895,-0.00532632,3223,1,35.4517,139.636,-601.035,0,0,1.71024,-0.00483635,374.08,912.17,-3.7
1.72604e+09,-1.24512,0.0701904,-9.75342,-0.004048,-0.00458064,-0.0056459,1175,1,35.4517,139.636,-601.035,0,0,1.71024,-0.00483635,374.16,912.17,-3.8
1.72604e+09,-1.24817,0.0274658,-9.66492,-0.00308927,-0.00500674,-0.00713727,1175,1,35.4517,139.636,-601.026,0,0,1.76449,-0.00430372,374.16,912.17,-3.8
1.72604e+09,-1.29395,0.0427246,-9.61304,-0.00479369,-0.00223706,-0.00681769,1175,1,35.4517,139.636,-601.034,0,0,1.79012,-0.00502867,374.25,912.16,-3.8
1.72604e+09,-1.33362,0.0152588,-9.61609,-0.00649811,-0.00117179,-0.00820254,1175,1,35.4517,139.636,-601.028,0,0,1.81867,-0.00534825,374.25,912.16,-3.8
1.72604e+09,-1.35193,0.0701904,-9.60693,-0.00830906,0.000319579,-0.00905475,3223,1,35.4517,139.636,-601.02,0,0,1.84151,-0.00683962,374.25,912.16,-3.8
1.72604e+09,-1.36414,-0.0823975,-9.65881,-0.00852212,0.00234358,-0.0104396,1175,1,35.4517,139.636,-601.02,0,0,1.84151,-0.00683962,374.35,912.16,-3.8
1.72604e+09,-1.40381,-0.0366211,-9.68018,-0.00575243,0.004048,-0.0103331,1175,1,35.4517,139.636,-601.003,0,0,1.89291,-0.00790488,374.35,912.16,-3.8
1.72604e+09,-1.44043,0.112915,-9.67102,-0.00511327,0.00500674,-0.0100135,1175,1,35.4517,139.636,-600.984,0,0,1.91852,-0.00876629,374.44,912.15,-3.8
1.72604e+09,-1.44348,0.00915527,-9.73511,-0.000639159,0.00426106,-0.00841559,1175,1,35.4517,139.636,-600.972,0,0,1.95278,-0.0101511,374.44,912.15,-3.8
1.72604e+09,-1.52283,0.0518799,-9.66187,0,0.00468716,-0.00852212,3223,1,35.4517,139.636,-600.961,0,0,1.97848,-0.0100446,374.44,912.15,-3.8
1.72604e+09,-1.53198,0.265503,-9.69238,0.00223706,0.00479369,-0.00862864,1175,1,35.4517,139.636,-600.961,0,0,1.97848,-0.0100446,374.54,912.14,-3.8
1.72604e+09,-1.474,0.234985,-9.73511,0.00447411,0.00553938,-0.00575243,1175,1,35.4517,139.636,-600.942,0,0,2.04128,-0.00812713,374.54,912.14,-3.8
1.72604e+09,-1.52588,0.222778,-9.8053,0.002024,0.00394148,-0.0036219,1175,1,35.4517,139.636,-600.921,0,0,2.07259,-0.0082474,374.65,912.13,-3.8
1.72604e+09,-1.49231,0.253296,-9.85718,-0.000426106,0.00436758,-0.00234358,1175,1,35.4517,139.636,-600.911,0,0,2.10113,-0.00835393,374.65,912.13,-3.8
1.72604e+09,-1.49841,0.186157,-9.94873,-0.00223706,0.00319579,-0.000852212,3223,1,35.4517,139.636,-600.905,0,0,2.12968,-0.00547772,374.65,912.13,-3.8
1.72604e+09,-1.53198,0.0854492,-9.95178,-0.00628506,0.000319579,-0.000852212,1175,1,35.4517,139.636,-600.905,0,0,2.12968,-0.00547772,374.75,912.13,-3.9
1.72604e+09,-1.53503,0.0610352,-9.93958,-0.00745685,0.00117179,-0.00138484,1175,1,35.4517,139.636,-600.901,0,0,2.19534,-0.00206887,374.75,912.13,-3.9
1.72604e+09,-1.52893,-0.0244141,-9.93652,-0.00820254,0.000319579,-0.0015979,1175,1,35.4517,139.636,-600.894,0,0,2.22376,-0.0005836,374.86,912.12,-3.9
1.72604e+09,-1.55029,-0.131226,-9.8877,-0.00713727,-0.000213053,-0.00245011,1175,1,35.4517,139.636,-600.893,0,0,2.25802,-0.0005836,374.86,912.12,-3.9
1.72604e+09,-1.53503,-0.146484,-9.96094,-0.00894822,-0.000958738,-0.00436758,3223,1,35.4517,139.636,-600.892,0,0,2.29228,-0.00111623,374.86,912.12,-3.9
1.72604e+09,-1.51367,-0.125122,-9.91516,-0.01012,-0.000958738,-0.00628506,1175,1,35.4517,139.636,-600.892,0,0,2.29228,-0.00111623,374.98,912.11,-3.9
1.72604e+09,-1.52893,-0.00305176,-9.93958,-0.0115049,-0.00213053,-0.00777643,1175,1,35.4517,139.636,-600.887,0,0,2.35222,-0.0021815,374.98,912.11,-3.9
1.72604e+09,-1.48621,-0.170898,-9.86633,-0.0118244,-0.00330232,-0.00809601,1175,1,35.4517,139.636,-600.848,0,0,2.38631,-0.00414024,375.1,912.1,-3.9
1.72604e+09,-1.48315,-0.0396729,-9.91516,-0.0149137,-0.00351537,-0.0111853,1175,1,35.4517,139.636,-600.841,0,0,2.41771,-0.00605772,375.1,912.1,-3.9
1.72604e+09,-1.48926,0.12207,-9.8114,-0.0184291,-0.004048,-0.0111853,3223,1,35.4517,139.636,-600.833,0,0,2.45196,-0.00754909,375.1,912.1,-3.9
1.72604e+09,-1.41907,-0.0732422,-9.86633,-0.0158724,-0.00511327,-0.0105461,1175,1,35.4517,139.636,-600.833,0,0,2.45196,-0.00754909,375.22,912.09,-3.9
1.72604e+09,-1.48621,-0.0274658,-9.69543,-0.016192,-0.00596548,-0.0126766,1175,1,35.4517,139.636,-600.808,0,0,2.51191,-0.0109579,375.22,912.09,-3.9
1.72604e+09,-1.46179,0.20752,-9.74121,-0.0162985,-0.00319579,-0.0134223,1175,1,35.4517,139.636,-600.759,0,0,2.5431,-0.0110017,375.35,912.08,-4
1.72604e+09,-1.4679,0.180054,-9.65576,-0.0104396,-0.00500674,-0.0116114,1175,1,35.4517,139.636,-600.747,0,0,2.57735,-0.0103626,375.35,912.08,-4
1.72604e+09,-1.49231,0,-9.60999,-0.00809601,-0.00394148,-0.0123571,3223,1,35.4517,139.636,-600.733,0,0,2.6059,-0.0124931,375.35,912.08,-4
1.72604e+09,-1.45264,0.460815,-9.69543,-0.00639159,-0.00330232,-0.0112918,1175,1,35.4517,139.636,-600.733,0,0,2.6059,-0.0124931,375.48,912.07,-4
1.72604e+09,-1.44348,0.378418,-9.63135,-0.00234358,-0.00458064,-0.00777643,1175,1,35.4517,139.636,-600.706,0,0,2.66869,-0.0114279,375.48,912.07,-4
1.72604e+09,-1.3855,0.27771,-9.83887,0.000319579,-0.00660464,-0.00298274,1175,1,35.4517,139.636,-600.677,0,0,2.70555,-0.0121907,375.61,912.06,-4
1.72604e+09,-1.38855,0.469971,-9.76563,-0.000745685,-0.00703075,-0.000958738,1175,1,35.4517,139.636,-600.665,0,0,2.73694,-0.0111255,375.61,912.06,-4
1.72604e+09,-1.3855,0.332642,-9.84497,0.000532632,-0.00884169,0.00276969,3223,1,35.4517,139.636,-600.656,0,0,2.76833,-0.00761008,375.61,912.06,-4
1.72604e+09,-1.37939,0.143433,-9.79919,-0.00138484,-0.0106526,0.00532632,1175,1,35.4517,139.636,-600.656,0,0,2.76833,-0.00761008,375.75,912.06,-4
1.72604e+09,-1.37939,0.189209,-9.77478,-0.00223706,-0.00798948,0.00532632,1175,1,35.4517,139.636,-600.654,0,0,2.82541,-0.000792391,375.75,912.06,-4
1.72604e+09,-1.37329,0.0793457,-9.8053,-0.00149137,-0.00777643,0.00660464,1175,1,35.4517,139.636,-600.657,0,0,2.85369,0.00293754,375.89,912.05,-4
1.72604e+09,-1.41602,-0.0946045,-9.7168,-0.00426106,-0.00756338,0.00596548,1175,1,35.4517,139.636,-600.663,0,0,2.88509,0.00549417,375.89,912.05,-4
1.72604e+09,-1.35193,-0.271606,-9.66797,-0.00511327,-0.00596548,0.00287621,3223,1,35.4517,139.636,-600.669,0,0,2.91648,0.00549417,375.89,912.05,-4
1.72604e+09,-1.40686,-0.012207,-9.67102,-0.0072438,-0.00351537,0.00149137,1175,1,35.4517,139.636,-600.669,0,0,2.91648,0.00549417,376.04,912.03,-4
1.72604e+09,-1.34583,-0.292969,-9.65271,-0.00596548,-0.00351537,0.000319579,1175,1,35.4517,139.636,-600.683,0,0,2.9764,0.00613333,376.04,912.03,-4
1.72604e+09,-1.31226,-0.238037,-9.78088,-0.00415453,-0.00127832,-0.00255663,1175,1,35.4517,139.636,-600.673,0,0,3.00464,0.00302872,376.18,912.02,-4
1.72604e+09,-1.36108,0.00305176,-9.8114,-0.00383495,-0.00138484,-0.00319579,1175,1,35.4517,139.636,-600.675,0,0,3.03317,0.00164388,376.18,912.02,-4
1.72604e+09,-1.28784,-0.112915,-9.94873,-0.00106526,-0.00298274,-0.00191748,3223,1,35.4517,139.636,-600.675,0,0,3.06171,0.000472087,376.18,912.02,-4
1.72604e+09,-1.31836,-0.0274658,-10.0433,-0.00138484,-0.00458064,-0.00287621,1175,1,35.4517,139.636,-600.675,0,0,3.06171,0.000472087,376.34,912.01,-4
1.72604e+09,-1.31836,0.228882,-9.97314,-0.00490022,-0.00873517,-0.00287621,1175,1,35.4517,139.636,-600.668,0,0,3.12163,-0.00304329,376.34,912.01,-4
1.72604e+09,-1.27869,0.152588,-9.98535,-0.00511327,-0.0128897,-0.000532632,1175,1,35.4517,139.636,-600.613,0,0,3.15555,-0.00182973,376.49,912,-4
1.72604e+09,-1.32141,0.164795,-9.79919,-0.00681769,-0.0152333,0.000106526,5271,1,35.4517,139.636,-600.61,0,0,3.18408,-0.00278847,376.49,912,-4
1.72604e+09,-1.31531,0.256348,-9.8053,-0.00916127,-0.0152333,0.00191748,3223,1,35.4517,139.636,-600.607,0,0,3.21547,-0.00278847,376.49,912,-4
1.72604e+09,-1.31531,0.143433,-9.76868,-0.00692422,-0.0160855,0.00426106,1175,1,35.4517,139.636,-600.607,0,0,3.21547,-0.00278847,376.65,911.99,-4
1.72604e+09,-1.28479,0.131226,-9.61609,-0.0072438,-0.0154463,0.00468716,1175,1,35.4517,139.636,-600.607,0,0,3.26682,0.000194273,376.65,911.99,-4
1.72604e+09,-1.24817,0.106812,-9.7168,-0.00671117,-0.0153398,0.00436758,1175,1,35.4517,139.636,-600.557,0,0,3.29206,0.00194108,376.82,911.98,-4
1.72604e+09,-1.18103,0.0427246,-9.76868,-0.00426106,-0.0155529,0.00553938,1175,1,35.4517,139.636,-600.562,0,0,3.32344,0.00428466,376.82,911.98,-4
1.72604e+09,-1.1261,-0.0610352,-9.87549,-0.00138484,-0.0164051,0.00458064,3223,1,35.4517,139.636,-600.567,0,0,3.34912,0.00471077,376.82,911.98,-4
1.72604e+09,-1.14136,-0.0213623,-9.82666,0.000106526,-0.0183225,0.00298274,1175,1,35.4517,139.636,-600.567,0,0,3.34912,0.00471077,376.98,911.97,-4
1.72604e+09,-1.09558,-0.0366211,-9.87854,0.00351537,-0.0196009,0.00234358,1175,1,35.4517,139.636,-600.579,0,0,3.39761,0.00556298,376.98,911.97,-4
1.72604e+09,-1.05286,-0.0732422,-9.8114,0.00788296,-0.022051,0.00149137,1175,1,35.4517,139.636,-600.54,0,0,3.42285,0.00455051,377.15,911.96,-4
1.72604e+09,-1.05591,-0.0213623,-9.8175,0.0109722,-0.0209857,-0.00191748,1175,1,35.4517,139.636,-600.543,0,0,3.45137,0.00295262,377.15,911.96,-4
1.72604e+09,-1.00098,0.0823975,-9.78394,0.011931,-0.0235423,-0.0015979,3223,1,35.4517,139.636,-600.546,0,0,3.47704,0.00231346,377.15,911.96,-4
1.72604e+09,-0.976563,0.109863,-9.73206,0.0116114,-0.0230097,-0.00287621,1175,1,35.4517,139.636,-600.546,0,0,3.47704,0.00231346,377.32,911.95,-4
1.72604e+09,-0.967407,0.131226,-9.71069,0.0076699,-0.0208792,-0.00298274,1175,1,35.4517,139.636,-600.541,0,0,3.52838,-0.0019476,377.32,911.95,-4
1.72604e+09,-0.915527,0.183105,-9.73511,0.00287621,-0.0191748,-0.00287621,1175,1,35.4517,139.636,-600.515,0,0,3.5507,-0.00165606,377.5,911.93,-3.9
1.72604e+09,-0.88501,0.167847,-9.77783,-0.000532632,-0.0175769,-0.00276969,1175,1,35.4517,139.636,-600.512,0,0,3.57637,-0.00293438,377.5,911.93,-3.9
1.72604e+09,-0.900269,0.0640869,-9.7168,-0.00500674,-0.0152333,-0.000532632,3223,1,35.4517,139.636,-600.508,0,0,3.59633,-0.00304091,377.5,911.93,-3.9
1.72604e+09,-0.814819,0.112915,-9.80835,-0.00735032,-0.0150202,-0.000106526,1175,1,35.4517,139.636,-600.508,0,0,3.59633,-0.00304091,377.67,911.92,-3.9
1.72604e+09,-0.78125,0,-9.76868,-0.00692422,-0.0138484,0.0015979,1175,1,35.4517,139.636,-600.502,0,0,3.64196,-0.00282786,377.67,911.92,-3.9
1.72604e+09,-0.793457,-0.0854492,-9.77783,-0.00735032,-0.0133158,0.00266316,1175,1,35.4517,139.636,-600.505,0,0,3.66137,-0.000583611,377.86,911.91,-3.9
1.72604e+09,-0.732422,-0.0823975,-9.83582,-0.00479369,-0.0106526,0.00308927,1175,1,35.4517,139.636,-600.504,0,0,3.68704,-0.000157505,377.86,911.91,-3.9
1.72604e+09,-0.720215,-0.0793457,-9.75647,-0.00223706,-0.011931,0.00330232,3223,1,35.4517,139.636,-600.506,0,0,3.707,0.00154692,377.86,911.91,-3.9
1.72604e+09,-0.778198,-0.0762939,-9.75647,-0.00117179,-0.01012,0.00532632,1175,1,35.4517,139.636,-600.506,0,0,3.707,0.00154692,378.04,911.9,-3.9
1.72604e+09,-0.744629,0.0213623,-9.75342,-0.00234358,-0.0106526,0.00426106,1175,1,35.4517,139.636,-600.513,0,0,3.74977,0.00303829,378.04,911.9,-3.9
1.72604e+09,-0.726318,0.0183105,-9.57642,-0.00585895,-0.0113983,0.0056459,1175,1,35.4517,139.636,-600.499,0,0,3.76631,0.00323198,378.22,911.89,-3.9
1.72604e+09,-0.735474,0,-9.57947,-0.0104396,-0.00873517,0.00479369,1175,1,35.4517,139.636,-600.505,0,0,3.78912,0.00525599,378.22,911.89,-3.9
1.72604e+09,-0.692749,-0.00915527,-9.52454,-0.0127832,-0.00798948,0.00490022,3223,1,35.4517,139.636,-600.51,0,0,3.80622,0.00419072,378.22,911.89,-3.9
1.72604e+09,-0.67749,-0.0152588,-9.54895,-0.0145941,-0.00585895,0.00330232,1175,1,35.4517,139.636,-600.51,0,0,3.80622,0.00419072,378.41,911.87,-3.9
1.72604e+09,-0.686646,-0.00305176,-9.64661,-0.0156594,-0.00415453,0.00127832,1175,1,35.4517,139.636,-600.521,0,0,3.84329,0.00472335,378.41,911.87,-3.9
1.72604e+09,-0.668335,-0.00915527,-9.68323,-0.0166181,-0.00330232,0.00127832,1175,1,35.4517,139.636,-600.494,0,0,3.85978,0.00479263,378.6,911.86,-3.9
1.72604e+09,-0.653076,-0.0152588,-9.7168,-0.015979,-0.00191748,0.00106526,1175,1,35.4517,139.636,-600.498,0,0,3.88258,0.00319474,378.6,911.86,-3.9
1.72604e+09,-0.634766,0.0183105,-9.71985,-0.0155529,-0.002024,0.00170442,3223,1,35.4517,139.636,-600.499,0,0,3.89684,0.00117073,378.6,911.86,-3.9
1.72604e+09,-0.6073,0.0640869,-9.73511,-0.0143811,-0.00170442,0.00127832,1175,1,35.4517,139.636,-600.499,0,0,3.89684,0.00117073,378.79,911.85,-3.9
1.72604e+09,-0.604248,0.10376,-9.82971,-0.0127832,0,0.000639159,1175,1,35.4517,139.636,-600.501,0,0,3.93389,0.000957681,378.79,911.85,-3.9
1.72604e+09,-0.637817,0.012207,-9.7229,-0.00948085,0.000106526,0.00245011,1175,1,35.4517,139.636,-600.501,0,0,3.95022,0.00159665,378.99,911.84,-3.8
1.72604e+09,-0.592041,0.0671387,-9.66492,-0.00894822,0.000532632,0.00170442,1175,1,35.4517,139.636,-600.502,0,0,3.96447,0.00117054,378.99,911.84,-3.8
1.72604e+09,-0.549316,0.00915527,-9.58862,-0.00798948,0.00245011,0.00117179,3223,1,35.4517,139.636,-600.503,0,0,3.97872,0.000531384,378.99,911.84,-3.8
1.72604e+09,-0.509644,0.12207,-9.71375,-0.00649811,0.00553938,0.00319579,1175,1,35.4517,139.636,-600.503,0,0,3.97872,0.000531384,379.18,911.82,-3.8
1.72604e+09,-0.460815,0.115967,-9.68018,-0.00372843,0.00649811,0.00308927,1175,1,35.4517,139.636,-600.506,0,0,4.01577,0.00159665,379.18,911.82,-3.8
1.72604e+09,-0.405884,0.0671387,-9.8053,-0.0015979,0.00671117,0.00234358,1175,1,35.4517,139.636,-600.485,0,0,4.02639,0.00103906,379.38,911.81,-3.8
1.72604e+09,-0.445557,0.17395,-9.75952,-0.00543285,0.00735032,0.002024,1175,1,35.4517,139.636,-600.488,0,0,4.03779,0.00306306,379.38,911.81,-3.8
