timestamp_seconds,car_pose_front_axle_x_meters,car_pose_front_axle_y_meters,car_pose_yaw_degrees
1726037737.272393,-121.611,268.078,-116.926
1726037737.282246,-121.632,268.035,-116.927
1726037737.292467,-121.654,267.993,-116.931
1726037737.302315,-121.675,267.951,-116.938
1726037737.313428,-121.697,267.908,-116.942
1726037737.323528,-121.719,267.865,-116.948
1726037737.333778,-121.740,267.823,-116.956
1726037737.343793,-121.762,267.781,-116.963
1726037737.353536,-121.784,267.738,-116.969
1726037737.363539,-121.806,267.696,-116.976
1726037737.373559,-121.827,267.654,-116.982
1726037737.382410,-121.849,267.611,-116.991
1726037737.392243,-121.871,267.569,-117.000
1726037737.402407,-121.893,267.526,-117.007
1726037737.413241,-121.915,267.484,-117.014
1726037737.423946,-121.937,267.441,-117.019
1726037737.433903,-121.959,267.399,-117.030
1726037737.443611,-121.981,267.356,-117.037
1726037737.453754,-122.003,267.314,-117.042
1726037737.453754,-122.003,267.314,-117.042
1726037737.473402,-122.047,267.228,-117.057
1726037737.482162,-122.069,267.186,-117.066
1726037737.482162,-122.069,267.186,-117.066
1726037737.502218,-122.113,267.100,-117.076
1726037737.514331,-122.135,267.057,-117.081
1726037737.524698,-122.157,267.014,-117.085
1726037737.536499,-122.192,266.978,-117.089
1726037737.543729,-122.214,266.935,-117.091
1726037737.553504,-122.235,266.892,-117.091
1726037737.563718,-122.258,266.849,-117.095
1726037737.571753,-122.280,266.807,-117.096
1726037737.582416,-122.302,266.764,-117.098
1726037737.592204,-122.324,266.721,-117.100
1726037737.602278,-122.346,266.678,-117.099
1726037737.613825,-122.368,266.635,-117.101
1726037737.623369,-122.390,266.592,-117.103
1726037737.623369,-122.390,266.592,-117.103
1726037737.643654,-122.434,266.507,-117.106
1726037737.653826,-122.457,266.464,-117.107
1726037737.663278,-122.479,266.421,-117.111
1726037737.671950,-122.501,266.378,-117.114
1726037737.682126,-122.523,266.335,-117.118
1726037737.692262,-122.545,266.293,-117.123
1726037737.702348,-122.568,266.250,-117.125
1726037737.702348,-122.568,266.250,-117.125
1726037737.723855,-122.612,266.165,-117.137
1726037737.723855,-122.612,266.165,-117.137
1726037737.743851,-122.657,266.079,-117.150
1726037737.753659,-122.679,266.036,-117.154
1726037737.762555,-122.702,265.994,-117.163
1726037737.781906,-122.747,265.908,-117.178
1726037737.781906,-122.747,265.908,-117.178
1726037737.802063,-122.792,265.823,-117.195
1726037737.802063,-122.792,265.823,-117.195
1726037737.813930,-122.814,265.780,-117.205
1726037737.823649,-122.837,265.737,-117.214
1726037737.823649,-122.837,265.737,-117.214
1726037737.843647,-122.882,265.651,-117.237
1726037737.853921,-122.904,265.609,-117.247
1726037737.872361,-122.949,265.523,-117.271
1726037737.881916,-122.971,265.480,-117.283
1726037737.892091,-122.994,265.437,-117.298
1726037737.892091,-122.994,265.437,-117.298
1726037737.892091,-122.994,265.437,-117.298
1726037737.914065,-123.039,265.352,-117.322
1726037737.914065,-123.039,265.352,-117.322
1726037737.933680,-123.084,265.266,-117.344
1726037737.943508,-123.107,265.224,-117.367
1726037737.962745,-123.151,265.138,-117.378
1726037737.972385,-123.174,265.095,-117.389
1726037737.982160,-123.196,265.052,-117.401
1726037737.991950,-123.219,265.009,-117.413
1726037738.002257,-123.241,264.967,-117.423
1726037738.002257,-123.241,264.967,-117.423
1726037738.015045,-123.264,264.924,-117.431
1726037738.033885,-123.309,264.838,-117.448
1726037738.033885,-123.309,264.838,-117.448
1726037738.046319,-123.334,264.716,-117.466
1726037738.063447,-123.379,264.630,-117.475
1726037738.063447,-123.379,264.630,-117.475
1726037738.082412,-123.423,264.544,-117.491
1726037738.091798,-123.445,264.501,-117.502
1726037738.102478,-123.468,264.458,-117.512
1726037738.113703,-123.490,264.416,-117.522
1726037738.113703,-123.490,264.416,-117.522
1726037738.133536,-123.535,264.330,-117.539
1726037738.143342,-123.558,264.287,-117.547
1726037738.153711,-123.580,264.245,-117.557
1726037738.153711,-123.580,264.245,-117.557
1726037738.172447,-123.626,264.159,-117.576
1726037738.182282,-123.648,264.116,-117.587
1726037738.192372,-123.671,264.074,-117.595
1726037738.201784,-123.694,264.031,-117.602
1726037738.213767,-123.716,263.988,-117.610
1726037738.223554,-123.739,263.946,-117.618
1726037738.233821,-123.762,263.903,-117.628
1726037738.243795,-123.785,263.860,-117.635
1726037738.253201,-123.807,263.818,-117.640
1726037738.263362,-123.830,263.775,-117.647
1726037738.272212,-123.853,263.733,-117.653
1726037738.282341,-123.876,263.690,-117.660
1726037738.292190,-123.899,263.648,-117.667
1726037738.302025,-123.922,263.605,-117.671
1726037738.313654,-123.945,263.562,-117.677
1726037738.323935,-123.968,263.520,-117.684
1726037738.333904,-123.991,263.477,-117.690
1726037738.343807,-124.015,263.435,-117.698
1726037738.353364,-124.037,263.392,-117.704
1726037738.362733,-124.060,263.350,-117.711
1726037738.372355,-124.083,263.307,-117.718
1726037738.382213,-124.106,263.265,-117.724
1726037738.392411,-124.129,263.222,-117.732
1726037738.402380,-124.152,263.180,-117.740
1726037738.413224,-124.175,263.137,-117.748
1726037738.423732,-124.198,263.095,-117.757
1726037738.433628,-124.221,263.053,-117.765
1726037738.443753,-124.244,263.010,-117.772
1726037738.453568,-124.266,262.968,-117.780
1726037738.463351,-124.289,262.926,-117.789
1726037738.472186,-124.312,262.883,-117.800
1726037738.482363,-124.335,262.841,-117.809
1726037738.492456,-124.357,262.799,-117.818
1726037738.502193,-124.380,262.756,-117.826
1726037738.514002,-124.403,262.714,-117.836
1726037738.524813,-124.426,262.672,-117.847
1726037738.536721,-124.468,262.639,-117.855
1726037738.543538,-124.491,262.596,-117.865
1726037738.553997,-124.514,262.554,-117.874
1726037738.562427,-124.536,262.512,-117.885
1726037738.572372,-124.559,262.470,-117.893
1726037738.582578,-124.581,262.427,-117.904
1726037738.592227,-124.604,262.385,-117.912
1726037738.602373,-124.626,262.343,-117.921
1726037738.602373,-124.626,262.343,-117.921
1726037738.623355,-124.671,262.258,-117.934
1726037738.633572,-124.693,262.216,-117.942
1726037738.643813,-124.716,262.174,-117.947
1726037738.653540,-124.738,262.132,-117.951
1726037738.663428,-124.761,262.089,-117.956
1726037738.672076,-124.783,262.047,-117.956
1726037738.682277,-124.805,262.005,-117.958
1726037738.692400,-124.828,261.963,-117.959
1726037738.702212,-124.850,261.921,-117.959
1726037738.713717,-124.872,261.878,-117.959
1726037738.723193,-124.894,261.836,-117.958
1726037738.733718,-124.917,261.794,-117.957
1726037738.743633,-124.939,261.752,-117.956
1726037738.753807,-124.961,261.710,-117.954
1726037738.763238,-124.984,261.668,-117.953
1726037738.771874,-125.006,261.625,-117.951
1726037738.782538,-125.028,261.583,-117.951
1726037738.792204,-125.051,261.541,-117.950
1726037738.802359,-125.073,261.499,-117.950
1726037738.813641,-125.095,261.457,-117.950
1726037738.823778,-125.117,261.415,-117.950
1726037738.833198,-125.140,261.373,-117.951
1726037738.843762,-125.162,261.331,-117.952
1726037738.853735,-125.185,261.289,-117.955
1726037738.863478,-125.207,261.247,-117.957
1726037738.872350,-125.229,261.205,-117.959
1726037738.881912,-125.252,261.164,-117.963
1726037738.892349,-125.274,261.122,-117.966
1726037738.902228,-125.297,261.080,-117.971
1726037738.913808,-125.319,261.038,-117.975
1726037738.923530,-125.341,260.996,-117.978
1726037738.933364,-125.364,260.955,-117.983
1726037738.943901,-125.386,260.913,-117.986
1726037738.953741,-125.409,260.871,-117.992
1726037738.962737,-125.431,260.829,-117.995
1726037738.972238,-125.453,260.788,-117.998
1726037738.982001,-125.475,260.746,-118.000
1726037738.992201,-125.498,260.704,-118.001
1726037739.002400,-125.520,260.662,-118.005
1726037739.014885,-125.542,260.621,-118.008
1726037739.023697,-125.564,260.579,-118.007
1726037739.033305,-125.586,260.537,-118.009
1726037739.046677,-125.613,260.411,-118.010
1726037739.053755,-125.635,260.369,-118.008
1726037739.062972,-125.657,260.328,-118.008
1726037739.072341,-125.679,260.286,-118.006
1726037739.082316,-125.702,260.244,-118.006
1726037739.102302,-125.746,260.160,-118.002
1726037739.102302,-125.746,260.160,-118.002
1726037739.113929,-125.768,260.119,-118.000
1726037739.123922,-125.790,260.077,-117.998
1726037739.123922,-125.790,260.077,-117.998
1726037739.143564,-125.834,259.993,-117.994
1726037739.153754,-125.857,259.952,-117.993
1726037739.172194,-125.901,259.868,-117.991
1726037739.182339,-125.923,259.826,-117.989
1726037739.191834,-125.945,259.785,-117.988
1726037739.202343,-125.967,259.743,-117.987
1726037739.202343,-125.967,259.743,-117.987
1726037739.213916,-125.990,259.701,-117.988
1726037739.223760,-126.012,259.660,-117.989
1726037739.223760,-126.012,259.660,-117.989
1726037739.223760,-126.012,259.660,-117.989
1726037739.263106,-126.100,259.493,-117.986
1726037739.272418,-126.122,259.451,-117.987
1726037739.282239,-126.144,259.409,-117.988
1726037739.292382,-126.167,259.368,-117.988
1726037739.302043,-126.189,259.326,-117.987
1726037739.313759,-126.211,259.285,-117.987
1726037739.313759,-126.211,259.285,-117.987
1726037739.333756,-126.255,259.202,-117.986
1726037739.333756,-126.255,259.202,-117.986
1726037739.333756,-126.255,259.202,-117.986
1726037739.362400,-126.321,259.077,-117.984
1726037739.372214,-126.343,259.036,-117.984
1726037739.382376,-126.365,258.994,-117.983
1726037739.392380,-126.387,258.953,-117.983
1726037739.401910,-126.409,258.912,-117.981
1726037739.413960,-126.431,258.870,-117.982
1726037739.423746,-126.453,258.829,-117.984
1726037739.433908,-126.475,258.788,-117.983
1726037739.443738,-126.497,258.747,-117.985
1726037739.453560,-126.519,258.705,-117.987
1726037739.462591,-126.541,258.664,-117.990
1726037739.472334,-126.563,258.623,-117.993
1726037739.482355,-126.585,258.582,-117.997
1726037739.492178,-126.607,258.541,-118.001
1726037739.502329,-126.630,258.499,-118.005
1726037739.514000,-126.652,258.458,-118.011
1726037739.514000,-126.652,258.458,-118.011
1726037739.514000,-126.652,258.458,-118.011
1726037739.543916,-126.722,258.336,-118.027
1726037739.553663,-126.744,258.295,-118.032
1726037739.553663,-126.744,258.295,-118.032
1726037739.572047,-126.788,258.213,-118.041
1726037739.572047,-126.788,258.213,-118.041
1726037739.592397,-126.832,258.130,-118.049
1726037739.602218,-126.854,258.089,-118.052
1726037739.613776,-126.876,258.048,-118.054
1726037739.623227,-126.898,258.007,-118.055
1726037739.633769,-126.920,257.966,-118.058
1726037739.643824,-126.942,257.925,-118.057
1726037739.653674,-126.964,257.884,-118.058
1726037739.662275,-126.986,257.843,-118.056
1726037739.671803,-127.008,257.802,-118.054
1726037739.682320,-127.030,257.761,-118.052
1726037739.692106,-127.052,257.720,-118.050
1726037739.702272,-127.073,257.679,-118.049
1726037739.713496,-127.095,257.638,-118.047
1726037739.723509,-127.117,257.598,-118.044
1726037739.733644,-127.139,257.557,-118.042
1726037739.743556,-127.161,257.516,-118.039
1726037739.753672,-127.183,257.475,-118.036
1726037739.762124,-127.204,257.434,-118.035
1726037739.762124,-127.204,257.434,-118.035
1726037739.782158,-127.248,257.352,-118.032
1726037739.792382,-127.270,257.311,-118.030
1726037739.802123,-127.292,257.270,-118.030
1726037739.813749,-127.313,257.229,-118.029
1726037739.823272,-127.335,257.188,-118.028
1726037739.833500,-127.357,257.148,-118.029
1726037739.833500,-127.357,257.148,-118.029
1726037739.853666,-127.400,257.066,-118.032
1726037739.863485,-127.422,257.025,-118.032
1726037739.871820,-127.444,256.984,-118.033
1726037739.882302,-127.465,256.943,-118.035
1726037739.892106,-127.487,256.902,-118.037
1726037739.902380,-127.508,256.862,-118.039
1726037739.913772,-127.530,256.821,-118.041
1726037739.923461,-127.552,256.780,-118.040
1726037739.933320,-127.573,256.739,-118.041
1726037739.943472,-127.595,256.698,-118.040
1726037739.943472,-127.595,256.698,-118.040
1726037739.962574,-127.638,256.617,-118.039
1726037739.972480,-127.660,256.576,-118.037
1726037739.981753,-127.681,256.535,-118.036
1726037739.992386,-127.703,256.494,-118.032
1726037740.002384,-127.724,256.453,-118.027
1726037740.014616,-127.746,256.413,-118.024
1726037740.023687,-127.767,256.372,-118.018
1726037740.033106,-127.789,256.331,-118.015
1726037740.046527,-127.818,256.202,-118.008
1726037740.053675,-127.840,256.161,-118.000
1726037740.063651,-127.861,256.121,-117.993
1726037740.072181,-127.883,256.080,-117.985
1726037740.081898,-127.904,256.039,-117.979
1726037740.092381,-127.925,255.998,-117.970
1726037740.102270,-127.947,255.957,-117.961
1726037740.113901,-127.968,255.917,-117.955
1726037740.113901,-127.968,255.917,-117.955
1726037740.133485,-128.011,255.835,-117.940
1726037740.143734,-128.032,255.794,-117.932
1726037740.153919,-128.054,255.754,-117.927
1726037740.163432,-128.075,255.713,-117.921
1726037740.172375,-128.096,255.672,-117.916
1726037740.182357,-128.117,255.632,-117.913
1726037740.191708,-128.139,255.591,-117.909
1726037740.202463,-128.160,255.550,-117.907
1726037740.213903,-128.182,255.510,-117.904
1726037740.213903,-128.182,255.510,-117.904
1726037740.233731,-128.224,255.429,-117.900
1726037740.243471,-128.246,255.388,-117.897
1726037740.243471,-128.246,255.388,-117.897
1726037740.263660,-128.288,255.307,-117.894
1726037740.272468,-128.310,255.267,-117.893
1726037740.282306,-128.331,255.226,-117.888
1726037740.292096,-128.352,255.186,-117.887
1726037740.302305,-128.373,255.145,-117.887
1726037740.313915,-128.395,255.105,-117.885
1726037740.323769,-128.416,255.064,-117.883
1726037740.333925,-128.437,255.024,-117.881
1726037740.343400,-128.458,254.984,-117.877
1726037740.353899,-128.479,254.943,-117.875
1726037740.362744,-128.501,254.903,-117.872
1726037740.372210,-128.522,254.863,-117.870
1726037740.392135,-128.564,254.782,-117.864
1726037740.392135,-128.564,254.782,-117.864
1726037740.402018,-128.585,254.742,-117.859
1726037740.413760,-128.607,254.701,-117.855
1726037740.423927,-128.628,254.661,-117.850
1726037740.433755,-128.649,254.621,-117.845
1726037740.433755,-128.649,254.621,-117.845
1726037740.433755,-128.649,254.621,-117.845
1726037740.463339,-128.712,254.500,-117.829
1726037740.482166,-128.753,254.419,-117.815
1726037740.482166,-128.753,254.419,-117.815
1726037740.501864,-128.795,254.339,-117.801
1726037740.501864,-128.795,254.339,-117.801
1726037740.514525,-128.816,254.298,-117.796
1726037740.525009,-128.837,254.258,-117.790
1726037740.536898,-128.859,254.218,-117.783
1726037740.543931,-128.880,254.178,-117.776
1726037740.553392,-128.901,254.138,-117.769
1726037740.572340,-128.943,254.058,-117.758
1726037740.582436,-128.963,254.017,-117.753
1726037740.592182,-128.984,253.977,-117.747
1726037740.602340,-129.005,253.937,-117.741
1726037740.602340,-129.005,253.937,-117.741
1726037740.613444,-129.025,253.897,-117.737
1726037740.623907,-129.046,253.857,-117.731
1726037740.633913,-129.067,253.816,-117.726
1726037740.633913,-129.067,253.816,-117.726
1726037740.663403,-129.129,253.696,-117.713
1726037740.672431,-129.150,253.656,-117.711
1726037740.682158,-129.170,253.615,-117.706
1726037740.692384,-129.191,253.575,-117.703
1726037740.702437,-129.212,253.535,-117.702
1726037740.713419,-129.232,253.495,-117.700
1726037740.713419,-129.232,253.495,-117.700
1726037740.733756,-129.274,253.414,-117.699
1726037740.733756,-129.274,253.414,-117.699
1726037740.753765,-129.315,253.334,-117.700
1726037740.762604,-129.336,253.294,-117.700
1726037740.772251,-129.357,253.254,-117.702
1726037740.782354,-129.378,253.214,-117.706
1726037740.792359,-129.398,253.174,-117.708
1726037740.802186,-129.419,253.134,-117.713
1726037740.814049,-129.440,253.094,-117.717
1726037740.823405,-129.461,253.054,-117.718
1726037740.833931,-129.482,253.015,-117.724
1726037740.843741,-129.502,252.975,-117.724
1726037740.853917,-129.523,252.935,-117.726
1726037740.863322,-129.544,252.895,-117.728
1726037740.872068,-129.565,252.855,-117.724
1726037740.882355,-129.586,252.815,-117.724
1726037740.892160,-129.606,252.775,-117.719
1726037740.902377,-129.627,252.736,-117.715
1726037740.913728,-129.648,252.696,-117.709
1726037740.923593,-129.669,252.656,-117.702
1726037740.933779,-129.689,252.616,-117.694
1726037740.943958,-129.710,252.576,-117.685
1726037740.953757,-129.730,252.537,-117.675
1726037740.953757,-129.730,252.537,-117.675
1726037740.953757,-129.730,252.537,-117.675
1726037740.982293,-129.792,252.417,-117.643
1726037740.992433,-129.812,252.377,-117.632
1726037741.002278,-129.833,252.338,-117.621
1726037741.015094,-129.853,252.298,-117.610
1726037741.015094,-129.853,252.298,-117.610
1726037741.033558,-129.894,252.218,-117.592
1726037741.033558,-129.894,252.218,-117.592
1726037741.053718,-129.945,252.054,-117.575
1726037741.063639,-129.965,252.014,-117.569
1726037741.072185,-129.986,251.974,-117.563
1726037741.081998,-130.006,251.935,-117.558
1726037741.092224,-130.027,251.895,-117.554
1726037741.102340,-130.047,251.855,-117.550
1726037741.113571,-130.068,251.816,-117.547
1726037741.123662,-130.088,251.776,-117.544
1726037741.133165,-130.109,251.736,-117.542
1726037741.143831,-130.129,251.697,-117.541
1726037741.153746,-130.150,251.657,-117.538
1726037741.163575,-130.170,251.617,-117.536
1726037741.172401,-130.190,251.578,-117.538
1726037741.181841,-130.211,251.538,-117.533
1726037741.192386,-130.231,251.499,-117.534
1726037741.202213,-130.252,251.459,-117.535
1726037741.213741,-130.272,251.420,-117.532
1726037741.223556,-130.292,251.380,-117.533
1726037741.233478,-130.313,251.341,-117.534
1726037741.243747,-130.333,251.301,-117.533
1726037741.253526,-130.353,251.262,-117.535
1726037741.263494,-130.374,251.222,-117.535
1726037741.272327,-130.394,251.183,-117.536
1726037741.282427,-130.414,251.143,-117.539
1726037741.291875,-130.434,251.104,-117.536
1726037741.302513,-130.455,251.065,-117.540
1726037741.313627,-130.475,251.025,-117.536
1726037741.323841,-130.495,250.986,-117.534
1726037741.323841,-130.495,250.986,-117.534
1726037741.343241,-130.536,250.907,-117.526
1726037741.353760,-130.556,250.868,-117.523
1726037741.362921,-130.576,250.828,-117.514
1726037741.372397,-130.596,250.789,-117.505
1726037741.382182,-130.616,250.749,-117.499
1726037741.392030,-130.636,250.710,-117.486
1726037741.402226,-130.656,250.670,-117.476
1726037741.413713,-130.676,250.631,-117.464
1726037741.423738,-130.696,250.591,-117.452
1726037741.433595,-130.716,250.552,-117.441
1726037741.443712,-130.736,250.512,-117.427
1726037741.453573,-130.756,250.473,-117.417
1726037741.463714,-130.776,250.433,-117.404
1726037741.472189,-130.796,250.394,-117.392
1726037741.482373,-130.816,250.354,-117.382
1726037741.492154,-130.835,250.315,-117.371
1726037741.502139,-130.855,250.276,-117.362
1726037741.514338,-130.875,250.236,-117.354
1726037741.524750,-130.895,250.197,-117.346
1726037741.536624,-130.919,250.157,-117.339
1726037741.543560,-130.939,250.118,-117.332
1726037741.553338,-130.959,250.079,-117.327
1726037741.563151,-130.979,250.039,-117.322
1726037741.572464,-130.999,250.000,-117.317
1726037741.582342,-131.019,249.961,-117.313
1726037741.592412,-131.039,249.921,-117.309
1726037741.602366,-131.059,249.882,-117.306
1726037741.613246,-131.078,249.842,-117.301
1726037741.623722,-131.098,249.803,-117.297
1726037741.633601,-131.118,249.764,-117.296
1726037741.643952,-131.138,249.724,-117.290
1726037741.653568,-131.158,249.685,-117.289
1726037741.663451,-131.177,249.646,-117.285
1726037741.672219,-131.197,249.606,-117.282
1726037741.682335,-131.217,249.567,-117.278
1726037741.692346,-131.237,249.528,-117.274
1726037741.702199,-131.257,249.489,-117.271
1726037741.713397,-131.276,249.449,-117.267
1726037741.723523,-131.296,249.410,-117.265
1726037741.733650,-131.316,249.371,-117.262
1726037741.743533,-131.336,249.332,-117.260
1726037741.753654,-131.356,249.292,-117.259
1726037741.762634,-131.376,249.253,-117.257
1726037741.762634,-131.376,249.253,-117.257
1726037741.782360,-131.416,249.175,-117.256
1726037741.792177,-131.436,249.136,-117.258
1726037741.802296,-131.456,249.097,-117.260
1726037741.813098,-131.476,249.058,-117.261
1726037741.823629,-131.496,249.019,-117.261
1726037741.833582,-131.516,248.980,-117.264
1726037741.843719,-131.536,248.941,-117.265
1726037741.853622,-131.556,248.903,-117.266
1726037741.863182,-131.577,248.864,-117.267
1726037741.872283,-131.597,248.825,-117.267
1726037741.882182,-131.617,248.786,-117.267
1726037741.892316,-131.637,248.747,-117.265
1726037741.902330,-131.657,248.708,-117.262
1726037741.913719,-131.677,248.669,-117.259
1726037741.923148,-131.697,248.631,-117.253
1726037741.933684,-131.717,248.592,-117.248
1726037741.933684,-131.717,248.592,-117.248
1726037741.953526,-131.756,248.514,-117.234
1726037741.971888,-131.796,248.436,-117.217
1726037741.971888,-131.796,248.436,-117.217
1726037741.992146,-131.835,248.358,-117.199
1726037741.992146,-131.835,248.358,-117.199
1726037742.002383,-131.855,248.320,-117.190
1726037742.002383,-131.855,248.320,-117.190
1726037742.023301,-131.894,248.242,-117.172
1726037742.033730,-131.914,248.203,-117.163
1726037742.046517,-131.944,248.078,-117.154
1726037742.053926,-131.964,248.040,-117.146
1726037742.071938,-132.003,247.962,-117.131
1726037742.082080,-132.023,247.923,-117.125
1726037742.092451,-132.042,247.884,-117.120
1726037742.092451,-132.042,247.884,-117.120
1726037742.092451,-132.042,247.884,-117.120
1726037742.114025,-132.081,247.807,-117.112
1726037742.123642,-132.101,247.768,-117.109
1726037742.123642,-132.101,247.768,-117.109
1726037742.143914,-132.140,247.691,-117.105
1726037742.143914,-132.140,247.691,-117.105
1726037742.172220,-132.199,247.575,-117.103
1726037742.181948,-132.218,247.536,-117.101
1726037742.192617,-132.238,247.497,-117.101
1726037742.202432,-132.257,247.458,-117.101
1726037742.202432,-132.257,247.458,-117.101
1726037742.213934,-132.277,247.420,-117.102
1726037742.213934,-132.277,247.420,-117.102
1726037742.233525,-132.316,247.342,-117.103
1726037742.233525,-132.316,247.342,-117.103
1726037742.253920,-132.355,247.265,-117.105
1726037742.272348,-132.394,247.188,-117.106
1726037742.281719,-132.413,247.149,-117.106
1726037742.292553,-132.433,247.110,-117.106
1726037742.302468,-132.452,247.072,-117.106
1726037742.313594,-132.472,247.033,-117.104
1726037742.313594,-132.472,247.033,-117.104
1726037742.333107,-132.511,246.956,-117.099
1726037742.343715,-132.530,246.917,-117.096
1726037742.353634,-132.550,246.879,-117.093
1726037742.363851,-132.569,246.840,-117.088
1726037742.372279,-132.588,246.802,-117.084
1726037742.382410,-132.608,246.763,-117.079
1726037742.392112,-132.627,246.725,-117.073
1726037742.402226,-132.647,246.686,-117.067
1726037742.402226,-132.647,246.686,-117.067
1726037742.423623,-132.686,246.609,-117.055
1726037742.433921,-132.705,246.571,-117.049
1726037742.443288,-132.725,246.532,-117.043
1726037742.453723,-132.744,246.494,-117.036
1726037742.463556,-132.764,246.455,-117.030
1726037742.472454,-132.783,246.417,-117.025
1726037742.482347,-132.803,246.379,-117.020
1726037742.491746,-132.822,246.340,-117.015
1726037742.502476,-132.842,246.302,-117.010
1726037742.514313,-132.861,246.263,-117.006
1726037742.514313,-132.861,246.263,-117.006
1726037742.525141,-132.881,246.225,-117.004
1726037742.536685,-132.915,246.148,-117.000
1726037742.553758,-132.935,246.109,-116.996
1726037742.563538,-132.954,246.071,-116.994
1726037742.572504,-132.974,246.033,-116.994
1726037742.582448,-132.993,245.994,-116.992
1726037742.592355,-133.013,245.956,-116.994
1726037742.601895,-133.032,245.918,-116.993
1726037742.601895,-133.032,245.918,-116.993
1726037742.623767,-133.071,245.841,-116.993
1726037742.633949,-133.090,245.803,-116.993
1726037742.643846,-133.110,245.765,-116.994
1726037742.643846,-133.110,245.765,-116.994
1726037742.663933,-133.148,245.688,-116.995
1726037742.672184,-133.168,245.650,-116.994
1726037742.682512,-133.187,245.612,-116.993
1726037742.692270,-133.206,245.574,-116.995
1726037742.702085,-133.225,245.535,-116.993
1726037742.713971,-133.245,245.497,-116.991
1726037742.723958,-133.264,245.459,-116.991
1726037742.733785,-133.283,245.421,-116.990
1726037742.733785,-133.283,245.421,-116.990
1726037742.753593,-133.321,245.345,-116.984
1726037742.763852,-133.341,245.307,-116.982
1726037742.772390,-133.360,245.268,-116.979
1726037742.782226,-133.379,245.230,-116.976
1726037742.792354,-133.398,245.192,-116.974
1726037742.802252,-133.417,245.154,-116.970
1726037742.813581,-133.436,245.116,-116.966
1726037742.823752,-133.455,245.078,-116.962
1726037742.833954,-133.474,245.040,-116.957
1726037742.843962,-133.493,245.002,-116.954
1726037742.843962,-133.493,245.002,-116.954
1726037742.843962,-133.493,245.002,-116.954
1726037742.872259,-133.550,244.887,-116.946
1726037742.882365,-133.569,244.849,-116.943
1726037742.882365,-133.569,244.849,-116.943
1726037742.902565,-133.607,244.773,-116.936
1726037742.913241,-133.626,244.735,-116.934
1726037742.923760,-133.645,244.697,-116.931
1726037742.933763,-133.664,244.659,-116.928
1726037742.943586,-133.684,244.621,-116.926
1726037742.953805,-133.703,244.583,-116.923
1726037742.963274,-133.722,244.545,-116.918
1726037742.972493,-133.741,244.507,-116.918
1726037742.982246,-133.760,244.469,-116.914
1726037742.992372,-133.779,244.431,-116.913
1726037743.002438,-133.798,244.393,-116.910
1726037743.014725,-133.817,244.355,-116.907
1726037743.023395,-133.836,244.317,-116.910
1726037743.033592,-133.855,244.279,-116.906
1726037743.046842,-133.886,244.157,-116.906
1726037743.053749,-133.905,244.119,-116.907
1726037743.053749,-133.905,244.119,-116.907
1726037743.071843,-133.943,244.044,-116.913
1726037743.082366,-133.962,244.006,-116.915
1726037743.092328,-133.982,243.968,-116.922
1726037743.102198,-134.001,243.931,-116.926
1726037743.102198,-134.001,243.931,-116.926
1726037743.102198,-134.001,243.931,-116.926
1726037743.134012,-134.058,243.818,-116.946
1726037743.134012,-134.058,243.818,-116.946
1726037743.134012,-134.058,243.818,-116.946
1726037743.134012,-134.058,243.818,-116.946
1726037743.172143,-134.135,243.667,-116.977
1726037743.182518,-134.155,243.630,-116.985
1726037743.182518,-134.155,243.630,-116.985
1726037743.202395,-134.193,243.555,-117.002
1726037743.213843,-134.212,243.517,-117.008
1726037743.223562,-134.232,243.480,-117.014
1726037743.233424,-134.251,243.442,-117.019
1726037743.243743,-134.270,243.405,-117.024
1726037743.253578,-134.290,243.367,-117.028
1726037743.263726,-134.309,243.330,-117.029
1726037743.272412,-134.328,243.292,-117.031
1726037743.281882,-134.347,243.254,-117.031
1726037743.292487,-134.367,243.217,-117.030
1726037743.302374,-134.386,243.179,-117.030
1726037743.313937,-134.405,243.142,-117.028
1726037743.323755,-134.424,243.104,-117.026
1726037743.333583,-134.443,243.067,-117.023
1726037743.343759,-134.462,243.029,-117.023
1726037743.353920,-134.481,242.992,-117.020
1726037743.364016,-134.500,242.954,-117.015
1726037743.372210,-134.520,242.917,-117.013
1726037743.382001,-134.539,242.879,-117.013
1726037743.392254,-134.558,242.842,-117.013
1726037743.402387,-134.577,242.804,-117.012
1726037743.413862,-134.596,242.767,-117.011
1726037743.423925,-134.616,242.729,-117.011
1726037743.433406,-134.635,242.692,-117.015
1726037743.433406,-134.635,242.692,-117.015
1726037743.453897,-134.674,242.617,-117.021
1726037743.463786,-134.693,242.580,-117.024
1726037743.463786,-134.693,242.580,-117.024
1726037743.482275,-134.731,242.505,-117.033
1726037743.492061,-134.751,242.468,-117.038
1726037743.502361,-134.770,242.430,-117.042
1726037743.514312,-134.789,242.393,-117.045
1726037743.524777,-134.808,242.356,-117.051
1726037743.536743,-134.840,242.318,-117.054
1726037743.543579,-134.859,242.281,-117.058
1726037743.553766,-134.878,242.244,-117.063
1726037743.572381,-134.916,242.169,-117.070
1726037743.582380,-134.935,242.132,-117.074
1726037743.591848,-134.954,242.095,-117.078
1726037743.602370,-134.973,242.058,-117.081
1726037743.602370,-134.973,242.058,-117.081
1726037743.613706,-134.992,242.021,-117.083
1726037743.623764,-135.010,241.984,-117.086
1726037743.633818,-135.029,241.947,-117.088
1726037743.643231,-135.048,241.909,-117.091
