fsm_execution_ts_sec,current_state,path_ts_sec,map_obj_ts_sec,sig-Phi_0,sig-Phi_1,sig-Intent_R,data-Intent_R-test_result,data-Intent_R-stat_value,data-Intent_R-low_level_indicator_value,sig-Intent_F,data-Intent_F-test_result,data-Intent_F-stat_value,data-Intent_F-low_level_indicator_value,sig-Intent_L,data-Intent_L-test_result,data-Intent_L-stat_value,data-Intent_L-low_level_indicator_value,sig-DWB_0,data-DWB_0-test_result,data-DWB_0-stat_value,data-DWB_0-low_level_indicator_value,sig-DWB_1,data-DWB_1-test_result,data-DWB_1-stat_value,data-DWB_1-low_level_indicator_value,sig-RWB_0,data-RWB_0-test_result,data-RWB_0-stat_value,data-RWB_0-low_level_indicator_value,sig-RWB_1,data-RWB_1-test_result,data-RWB_1-stat_value,data-RWB_1-low_level_indicator_value,data-RWB_1-reached_waiting_box,data-RWB_1-hit_point_x_ego_frame,data-RWB_1-hit_point_y_ego_frame,data-RWB_1-distance,sig-CEWB_0,data-CEWB_0-test_result,data-CEWB_0-stat_value,data-CEWB_0-low_level_indicator_value,sig-CEWB_1,data-CEWB_1-test_result,data-CEWB_1-stat_value,data-CEWB_1-low_level_indicator_value,sig-ENLI_1,data-ENLI_1-test_result,data-ENLI_1-stat_value,data-ENLI_1-low_level_indicator_value,data-ENLI_1-stop_line_under_the_ego,data-ENLI_1-distance_from_ego_to_nearest_SL,data-ENLI_1-distance_from_rear_to_nearest_SL,data-ENLI_1-hit_point_x_ego_frame,data-ENLI_1-hit_point_y_ego_frame,sig-HALF_EXLI_1,data-HALF_EXLI_1-test_result,data-HALF_EXLI_1-stat_value,data-HALF_EXLI_1-low_level_indicator_value,data-HALF_EXLI_1-crosswalk_under_the_ego,data-HALF_EXLI_1-zebra_hit,data-HALF_EXLI_1-empty_crosswalk_hit,sig-FULL_EXLI_1,data-FULL_EXLI_1-total_stages,data-FULL_EXLI_1-current_stage,data-FULL_EXLI_1-waiting_for_up_state,data-FULL_EXLI_1-last_evaluation,data-FULL_EXLI_1-crosswalk_under_the_ego,data-FULL_EXLI_1-zebra_hit,data-FULL_EXLI_1-empty_crosswalk_hit,sig-RIF_0,data-RIF_0-test_result,data-RIF_0-stat_value,data-RIF_0-low_level_indicator_value,sig-RIF_1,data-RIF_1-test_result,data-RIF_1-stat_value,data-RIF_1-low_level_indicator_value
1731635522.441466,IntersectionApproaching,1731635522.078027,1731635522.270842,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,36.620033,39.398659,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.474958,IntersectionApproaching,1731635522.078027,1731635522.270842,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,36.620033,39.398659,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.508244,IntersectionApproaching,1731635522.078027,1731635522.270842,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,36.620033,39.398659,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.541776,IntersectionApproaching,1731635522.267981,1731635522.403605,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.343773,38.123375,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.575212,IntersectionApproaching,1731635522.267981,1731635522.403605,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.343773,38.123375,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.608604,IntersectionApproaching,1731635522.267981,1731635522.403605,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.343773,38.123375,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.641895,IntersectionApproaching,1731635522.342185,1731635522.403605,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.343773,38.123375,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.675298,IntersectionApproaching,1731635522.342185,1731635522.549693,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.179989,37.958927,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.708813,IntersectionApproaching,1731635522.342185,1731635522.549693,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.179989,37.958927,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.742141,IntersectionApproaching,1731635522.342185,1731635522.549693,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.179989,37.958927,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.775535,IntersectionApproaching,1731635522.342185,1731635522.549693,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.179989,37.958927,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.808924,IntersectionApproaching,1731635522.400953,1731635522.549693,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,35.179989,37.958927,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.842453,IntersectionApproaching,1731635522.400953,1731635522.674862,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.740456,36.519672,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.875815,IntersectionApproaching,1731635522.400953,1731635522.674862,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.740456,36.519672,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.909239,IntersectionApproaching,1731635522.400953,1731635522.674862,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.740456,36.519672,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.942856,IntersectionApproaching,1731635522.400953,1731635522.674862,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.740456,36.519672,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635522.976448,IntersectionApproaching,1731635522.667483,1731635522.674862,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.740456,36.519672,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.009267,IntersectionApproaching,1731635522.667483,1731635522.674862,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.740456,36.519672,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.042789,IntersectionApproaching,1731635522.667483,1731635522.810254,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.579563,36.357903,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.076393,IntersectionApproaching,1731635522.667483,1731635522.810254,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.579563,36.357903,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.109876,IntersectionApproaching,1731635522.667483,1731635522.810254,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,33.579563,36.357903,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.142979,IntersectionApproaching,1731635522.667483,1731635522.943486,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.301510,35.081001,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.176872,IntersectionApproaching,1731635522.810254,1731635522.943486,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.301510,35.081001,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.209730,IntersectionApproaching,1731635522.810254,1731635522.943486,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.301510,35.081001,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.243091,IntersectionApproaching,1731635522.934795,1731635523.025100,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.139011,34.917690,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.276587,IntersectionApproaching,1731635522.934795,1731635523.025100,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.139011,34.917690,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.310168,IntersectionApproaching,1731635522.934795,1731635523.025100,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.139011,34.917690,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.343308,IntersectionApproaching,1731635523.011075,1731635523.138366,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.139015,34.917683,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.376826,IntersectionApproaching,1731635523.011075,1731635523.138366,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.139015,34.917683,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.410242,IntersectionApproaching,1731635523.011075,1731635523.138366,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,32.139015,34.917683,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.443507,IntersectionApproaching,1731635523.011075,1731635523.294257,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477966,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.476938,IntersectionApproaching,1731635523.134411,1731635523.294257,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477966,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.510474,IntersectionApproaching,1731635523.134411,1731635523.294257,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477966,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.543738,IntersectionApproaching,1731635523.200991,1731635523.294257,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477966,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.577290,IntersectionApproaching,1731635523.200991,1731635523.404211,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698980,33.477951,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.610540,IntersectionApproaching,1731635523.200991,1731635523.404211,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698980,33.477951,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.644000,IntersectionApproaching,1731635523.200991,1731635523.472762,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477936,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.677416,IntersectionApproaching,1731635523.401073,1731635523.472762,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477936,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.710804,IntersectionApproaching,1731635523.401073,1731635523.472762,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477936,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.744275,IntersectionApproaching,1731635523.401073,1731635523.472762,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,30.698978,33.477936,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.777944,IntersectionApproaching,1731635523.468312,1731635523.613371,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,29.259541,32.038792,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.811277,IntersectionApproaching,1731635523.468312,1731635523.613371,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,29.259541,32.038792,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1731635523.844443,IntersectionApproaching,1731635523.468312,1731635523.613371,0,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,1,1,999.999939,1,0,0,-999.999939,0,-,-,-,-,-,-,-,-,-,-,-,-,1,1,999.999939,1,0,0,-999.999939,0,0,0,-999.999939,0,0,29.259541,32.038792,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
